TAESDHPI,AESDHPI,TAESEHPI,AESEHPI,TCRCHPI,CRCHPI,TDIJKHPI,DIJKHPI,TFFTHPI,FFTHPI,TMXMHPI,MXMHPI,TQSORTHPI,QSORTHPI,TSSEARCHHPI,SSEARCHHPI,TSUSANCHPI,SUSANCHPI,TSUSANEHPI,SUSANEHPI,TSUSANSHPI,SUSANSHPI
10733870391,0.56653,10133087724,0.53182,15234480645,0.30329,20279983509,0.59128,20063318043,0.48094,13274182875,0.57507,25917422883,0.73978,2054584968,0.5884,475222047,0.59031,916630101,0.63712,8775980427,0.71976
10734459567,0.56658,10133090229,0.53196,15234734151,0.30338,20281761558,0.59135,20065863624,0.48099,13277414826,0.575,25920253533,0.7398,2054994285,0.5884,475716534,0.5898,916692225,0.63711,8777856171,0.71973
10734479607,0.56668,10133646339,0.53202,15237029733,0.30337,20285432886,0.59134,20071123623,0.48094,13279838163,0.57504,25920318162,0.73988,2055750795,0.58824,475720542,0.58987,917022885,0.63698,8779916283,0.71971
10738186506,0.56655,10134117780,0.53206,15237781233,0.30338,20298498465,0.59113,20072570010,0.48098,13279882251,0.57517,25923685884,0.73989,2056466223,0.58811,475814730,0.58988,917233806,0.6369,8780397243,0.71976
10739315259,0.5666,10134264573,0.53213,15242961072,0.30337,20298937842,0.59123,20073598062,0.48105,13284344658,0.57506,25924967943,0.73991,2056467726,0.58821,475815231,0.58993,917243826,0.63694,8784090615,0.71956
10739870367,0.56667,10140695910,0.53187,15247670472,0.30331,20299191849,0.59133,20086755825,0.48083,13286867193,0.57503,25931647776,0.73977,2056528347,0.58826,475873347,0.58994,917406150,0.6369,8786995914,0.71941
10740397920,0.56671,10140923865,0.5319,15250019160,0.30331,20313101112,0.59105,20087001816,0.48087,13287426309,0.5751,25932661800,0.73978,2056672134,0.5883,475904910,0.58995,917418174,0.63696,8787159741,0.71957
10743960030,0.56662,10141931376,0.53191,15253562232,0.30325,20315333067,0.59118,20092137066,0.48081,13287495447,0.57516,25935008985,0.73979,2057646579,0.58817,475961523,0.59001,917486310,0.63696,8796542970,0.71898
10744685478,0.56668,10141957428,0.53205,15256491078,0.30328,20322571515,0.59112,20095140561,0.48083,13292743923,0.57507,25939531512,0.7397,2057885556,0.58818,475999599,0.59002,917615067,0.63695,8796554493,0.71909
10749131352,0.56653,10142327166,0.53211,15270916872,0.30306,20326215288,0.5912,20108091411,0.48061,13295376678,0.5751,25939875198,0.73976,2058513309,0.58806,476021142,0.59009,917658153,0.63697,8796572028,0.7192
10749454998,0.56661,10144601706,0.53205,15273189408,0.30311,20333222274,0.59114,20110696611,0.48065,13300826055,0.57496,25944513456,0.73972,2058914109,0.58808,476025150,0.5902,917745327,0.63699,8800978323,0.7189
10751347275,0.5666,10144657818,0.53212,15278015040,0.30304,20336536389,0.59116,20111264244,0.48071,13301728356,0.57504,25944893214,0.73976,2059285350,0.58807,476027655,0.59029,917827491,0.63704,8801165697,0.71908
10756039140,0.56647,10144791084,0.53226,15287332638,0.30293,20339664132,0.59122,20112029271,0.48076,13303150695,0.57506,25946632185,0.73978,2059807893,0.58802,476081262,0.59027,917890617,0.63704,8801177220,0.71914
10756085232,0.56659,10146400296,0.53228,15290759979,0.30291,20348976219,0.5911,20113991688,0.48082,13309863594,0.57484,25956489861,0.73957,2060169114,0.58802,476298195,0.59008,918012360,0.63705,8804188230,0.71897
10761776592,0.56636,10146843180,0.53235,15293002956,0.30291,20356484706,0.59103,20116282761,0.48081,13311189741,0.57488,25960231329,0.73955,2060599974,0.58798,476703003,0.58968,918138612,0.63704,8804598549,0.71908
10762142322,0.56647,10147981452,0.5324,15296207352,0.3029,20359676076,0.59103,20116459113,0.48088,13312500858,0.5749,25961623608,0.73959,2060668110,0.58802,476839275,0.58963,918166167,0.63707,8807137617,0.71904
10765523070,0.56641,10148160309,0.5325,15296380197,0.30293,20361137493,0.59107,20118421029,0.48094,13318700733,0.57477,25963893639,0.73961,2061196665,0.58796,477015126,0.58953,918173181,0.63711,8807347035,0.71918
10766563647,0.56647,10149039063,0.53255,15296778492,0.30297,20362318851,0.59118,20118839364,0.481,13321308438,0.5748,25965423192,0.73962,2061405081,0.58797,477059214,0.58954,918211257,0.63718,8807881602,0.71923
10766797113,0.56663,10152382737,0.53258,15298142715,0.30301,20364974652,0.59117,20119271226,0.48108,13322441700,0.57489,25967027895,0.73965,2062230228,0.58782,477091779,0.58955,918216768,0.63729,8816083473,0.71865
10767289095,0.56669,10154047059,0.5326,15300391704,0.303,20380727094,0.5908,20120209098,0.48112,13333012800,0.57448,25967800938,0.73969,2062795356,0.58775,477165426,0.58958,918380094,0.63721,8816699703,0.71875
10770388281,0.56658,10156065588,0.53256,15306438273,0.30291,20382695523,0.59087,20120241663,0.48122,13339734216,0.57425,25970653632,0.73971,2062944153,0.58778,477301698,0.58952,918519873,0.63721,8816767839,0.71888
10771035573,0.56665,10156771497,0.53261,15311227833,0.30284,20382722076,0.59096,20127857364,0.48111,13341929598,0.57428,25974501813,0.73966,2063186136,0.58787,477332760,0.58962,918537909,0.63725,8820887562,0.71869
10771674348,0.56678,10157672295,0.53279,15311252883,0.30293,20386062243,0.59099,20140537674,0.48088,13344404538,0.57428,25978834461,0.7396,2063226717,0.58802,477349794,0.5897,918625584,0.63722,8821951185,0.71878
10774906800,0.5667,10157747946,0.53288,15314100066,0.30292,20401554165,0.59067,20141442480,0.48092,13345259745,0.57431,25984662594,0.73949,2065999752,0.58731,477392379,0.58975,918655644,0.63732,8822034852,0.71887
10777248975,0.56662,10158728403,0.53295,15319758861,0.30284,20411951919,0.59046,20141650395,0.48098,13345552830,0.57443,25985045358,0.73952,2066689629,0.58727,477423441,0.58979,918791415,0.6373,8822777334,0.71901
10778450874,0.56664,10162090113,0.53289,15321460758,0.30289,20422197369,0.59032,20142670431,0.48107,13345963149,0.57456,25986813888,0.73954,2067393033,0.58714,477443982,0.58991,918915162,0.63724,8822945169,0.71911
10780165797,0.56665,10163036502,0.53292,15326899614,0.30284,20422418310,0.59049,20144784150,0.48109,13347244707,0.5746,25988407569,0.73963,2067714174,0.58714,477550194,0.58994,918969270,0.63725,8827463688,0.71883
10782098655,0.5667,10164176277,0.53297,15331039878,0.30278,20424386739,0.5906,20146968510,0.48111,13351459119,0.57457,25994247225,0.73954,2068871484,0.58692,477578250,0.59002,919113057,0.63719,8828333424,0.71884
10784054058,0.56667,10165365651,0.53301,15332899590,0.3028,20426780517,0.5907,20147356284,0.48121,13353304302,0.57458,25994450631,0.73961,2068983708,0.58702,477641877,0.59004,919256844,0.63717,8828520798,0.71898
10787965866,0.56657,10165824567,0.53309,15335515311,0.30283,20432420775,0.59068,20151692439,0.48117,13353493179,0.57463,25994454639,0.73967,2069144028,0.58711,477679953,0.59009,919381092,0.63716,8829995742,0.719
10788246426,0.56672,10167861633,0.53306,15337039353,0.30283,20433734397,0.59074,20165547093,0.48092,13356205092,0.57462,25996376475,0.73968,2069212164,0.58721,477742578,0.59011,919391613,0.63723,8830320390,0.71911
10790504433,0.5667,10169689281,0.53305,15339380526,0.30285,20434769964,0.59079,20168003997,0.48093,13357423524,0.57468,25996481184,0.73972,2069840919,0.58719,477768129,0.59022,919411152,0.63724,8830337925,0.71929
10792678272,0.56672,10170470340,0.53312,15340621002,0.30287,20438375160,0.5908,20170957392,0.48096,13359377925,0.57469,26002867932,0.73958,2070723180,0.58701,477877347,0.59021,919584498,0.63717,8831116980,0.71936
10798388169,0.56652,10171620135,0.53317,15341600958,0.3029,20441135670,0.59083,20171105187,0.48103,13364168988,0.57457,26007444567,0.73952,2070823380,0.58712,477932958,0.59022,919941711,0.63701,8831521788,0.71943
10798778949,0.56661,10175319519,0.53306,15342345945,0.30295,20443250892,0.59082,20177096145,0.48095,13365923490,0.57463,26010050769,0.73951,2071472676,0.58706,477948990,0.59028,920071470,0.63699,8833787310,0.71933
10802406690,0.5665,10175912202,0.53314,15342450654,0.30302,20444405196,0.59089,20179216377,0.48098,13367765667,0.57466,26017667472,0.73936,2071811352,0.58706,478035162,0.5903,920078484,0.63704,8834525283,0.71935
10805832528,0.56642,10176704784,0.53319,15343730208,0.30301,20448498867,0.59089,20182836102,0.48098,13371966552,0.57457,26019308247,0.73938,2071884498,0.58709,478068729,0.59033,920110548,0.63705,8834530794,0.71946
10806339540,0.56652,10177575522,0.53326,15343867482,0.30304,20448814497,0.59094,20189876655,0.48093,13376950500,0.5745,26019445020,0.73948,2072600928,0.58696,478114821,0.59034,920271870,0.63697,8836514754,0.71946
10810606056,0.56634,10180061484,0.53321,15344220687,0.30308,20453207766,0.59093,20190042486,0.48101,13382008095,0.57449,26020447521,0.73952,2072649024,0.58704,478207005,0.59032,920499825,0.63687,8838600417,0.71939
10811427195,0.56647,10180622604,0.5333,15345858456,0.30307,20457419172,0.59092,20191223844,0.48106,13383370314,0.57452,26023707528,0.73947,2072707140,0.58709,478228548,0.59038,920984292,0.63663,8838886488,0.71945
10814487303,0.56641,10181686227,0.53329,15350450622,0.30304,20466913122,0.59071,20194468320,0.48105,13383722016,0.57462,26024988585,0.73948,2072961147,0.58713,478260111,0.59058,921087999,0.63659,8845965618,0.71909
10815035397,0.56645,10182210273,0.53335,15357212118,0.30298,20469685656,0.59081,20206138614,0.48094,13385030628,0.57463,26033911395,0.73926,2073348921,0.58716,478306203,0.59057,921258339,0.63656,8848414506,0.71902
10816985289,0.56643,10182276906,0.53345,15359115918,0.30298,20475554370,0.59072,20207153139,0.48102,13387034127,0.57467,26037589737,0.73924,2073643008,0.5872,478347786,0.59059,921263850,0.63663,8849181036,0.71912
10816986291,0.56657,10183700247,0.53344,15360724128,0.30301,20481815868,0.59058,20212869549,0.48095,13387650858,0.57473,26038393842,0.7393,2073754230,0.58725,478352796,0.5907,921353529,0.63666,8850319308,0.71908
10817342502,0.5667,10184894130,0.53347,15363485640,0.303,20482666566,0.59066,20213628063,0.48101,13388158371,0.57478,26041030605,0.73932,2073796815,0.58732,478380351,0.59076,921390603,0.63667,8850343356,0.71927
10819051914,0.56668,10186047933,0.53353,15367337829,0.30298,20487114945,0.59061,20214102510,0.48112,13391441925,0.57472,26043554142,0.73934,2074336893,0.58728,478548687,0.59063,921590001,0.63664,8851890945,0.71926
10819086483,0.56676,10186788912,0.53362,15367689030,0.30304,20487575865,0.59065,20215613025,0.48117,13400243994,0.57448,26044779087,0.73938,2074699116,0.5873,478707504,0.59058,921609039,0.63669,8853898452,0.71922
10821026856,0.56674,10188408144,0.53363,15370013670,0.30305,20489916036,0.59074,20225233227,0.48109,13400865735,0.57452,26046545112,0.73942,2075072862,0.58727,478716522,0.59067,921673668,0.6367,8859477087,0.7189
10822302903,0.56673,10190525370,0.53363,15371926488,0.30304,20489928561,0.59082,20233296822,0.48097,13403185866,0.57453,26046820662,0.73952,2075940594,0.58714,478724037,0.59079,921987795,0.63653,8862525672,0.71878
10823758809,0.56671,10191374565,0.53369,15373222074,0.30305,20504422992,0.59046,20236363944,0.48095,13404300090,0.5746,26046844710,0.73958,2076119952,0.5872,478887363,0.59069,922010841,0.63661,8863124868,0.71886
10824526842,0.5668,10191401619,0.53385,15374034696,0.30315,20511349818,0.59043,20238251211,0.48098,13406445372,0.57461,26052116232,0.73949,2076137988,0.58737,478906401,0.59076,922064949,0.6366,8866626357,0.71868
10826871522,0.5668,10195991280,0.5337,15375369861,0.30316,20517942477,0.59033,20241958611,0.48095,13407408795,0.57466,26052153807,0.73953,2076390993,0.58741,478923435,0.5908,922080480,0.63664,8871512109,0.71839
10827164607,0.56685,10196520336,0.53376,15383588766,0.30306,20518096284,0.59048,20248575819,0.48088,13409954877,0.57471,26054456403,0.73953,2076496704,0.58748,479071230,0.5907,922185690,0.63661,8871671928,0.71853
10828568409,0.56692,10199424132,0.5337,15396402342,0.30285,20521305690,0.59049,20248704075,0.48098,13413963378,0.57466,26055123735,0.73959,2076766242,0.58747,479085258,0.59075,922367052,0.63653,8872038159,0.71862
10829027325,0.567,10202162097,0.53365,15396747531,0.30291,20521541661,0.59056,20248712091,0.48107,13415115177,0.57474,26061320604,0.73945,2077282773,0.58746,479148384,0.59076,922664646,0.63639,8874454983,0.71856
10833894540,0.56685,10202770311,0.53375,15396981999,0.30294,20523833736,0.5906,20252060775,0.48103,13417669275,0.57473,26062696851,0.73952,2077665537,0.58742,479240067,0.59077,922807431,0.63635,8876559684,0.71852
10835147040,0.56688,10204539843,0.53373,15398623776,0.30299,20525275113,0.59065,20252226606,0.48111,13419698826,0.57475,26065367682,0.73951,2077848903,0.58744,479271630,0.59079,922808433,0.63639,8877305673,0.71867
10839135000,0.56678,10205625510,0.53376,15413464899,0.30273,20526197955,0.59071,20253766680,0.48114,13419924276,0.5748,26066300043,0.73954,2078286276,0.58738,479289666,0.5909,922835487,0.63641,8877341745,0.71879
10839417564,0.56685,10206222702,0.53386,15414878721,0.30279,20529491529,0.5907,20255497635,0.48115,13425043494,0.57473,26068522980,0.73954,2078314833,0.58746,479355297,0.59091,922959735,0.63639,8879054664,0.71875
10839712653,0.56694,10210456152,0.53376,15415724409,0.30286,20529667881,0.59083,20257871373,0.48119,13430130648,0.57463,26068839111,0.73957,2078892987,0.58744,479378844,0.59101,922987791,0.63643,8882081205,0.71878
10839817863,0.56704,10212802335,0.53374,15417805563,0.30288,20530092228,0.59092,20258184999,0.48128,13433460795,0.57461,26070506439,0.73958,2079001704,0.58753,479552691,0.59086,923206728,0.63632,8882215974,0.71894
10841899017,0.56705,10214144013,0.53378,15419903751,0.30291,20535559641,0.59086,20259514152,0.48132,13435261890,0.57463,26071308540,0.73961,2079109920,0.58755,479678943,0.59081,923308431,0.63629,8883227994,0.71895
10843499211,0.56707,10215186093,0.5338,15421741920,0.30293,20536042104,0.59095,20260682484,0.48137,13438849551,0.57456,26074589589,0.73962,2079529758,0.58757,479719524,0.59083,923329473,0.63634,8884054644,0.71898
10844316342,0.56713,10215875970,0.53385,15422379693,0.30297,20539674855,0.59093,20261508132,0.48143,13439668185,0.57462,26076297999,0.73962,2080048794,0.58753,479811708,0.5908,923898609,0.63599,8886810645,0.7189
10845104415,0.56723,10216578873,0.53391,15422530995,0.30302,20542317129,0.59098,20264072751,0.48147,13440651147,0.57464,26080208304,0.73959,2080291278,0.58754,479881848,0.5908,924104520,0.6359,8888072163,0.71892
10849670529,0.56707,10217953116,0.53392,15425315052,0.30301,20542971936,0.59106,20267338770,0.4815,13440687219,0.57475,26085539946,0.73948,2081557305,0.58728,479965515,0.59074,924190692,0.63588,8889762537,0.71889
10852486149,0.56701,10220838876,0.53386,15425319060,0.30303,20543857704,0.59113,20277952455,0.48132,13440907659,0.5748,26086995852,0.73954,2081723637,0.58733,480198480,0.5905,924298407,0.63587,8890079169,0.71898
10853295264,0.56705,10221647490,0.53393,15426758934,0.30307,20544457401,0.59125,20283667362,0.48127,13444849527,0.57472,26088517389,0.73955,2082035760,0.58733,480277137,0.59047,924691191,0.63568,8890547604,0.71906
10854589347,0.5671,10225809798,0.53376,15430183770,0.30307,20548794057,0.5912,20285211444,0.48128,13445249826,0.57481,26092422684,0.7395,2082065319,0.58741,480436956,0.59033,924710730,0.63573,8890681371,0.71921
10859390430,0.56697,10229229624,0.53374,15436425729,0.30299,20553655761,0.59116,20287218450,0.48132,13448317950,0.57472,26099381574,0.73934,2082163014,0.58748,480446976,0.59034,924858024,0.63569,8890957422,0.71929
10861060263,0.56699,10231962579,0.53369,15438894657,0.30298,20555019483,0.59121,20288676360,0.48139,13451110023,0.57473,26100288384,0.73938,2082814314,0.58745,480504090,0.59031,924962232,0.63566,8892631764,0.71935
10861243128,0.56706,10234894431,0.53362,15444926196,0.30292,20556372183,0.59124,20292097689,0.48142,13453110516,0.57473,26100719244,0.73944,2083152990,0.58744,480639861,0.59018,924982272,0.6357,8897205393,0.71907
10861367877,0.56715,10237063260,0.5336,15445677696,0.30295,20557312560,0.59131,20294459904,0.48146,13456534350,0.5747,26103107511,0.73944,2083214112,0.58751,480686955,0.59025,925229766,0.6356,8899941354,0.71897
10862358354,0.56719,10242734580,0.5334,15446002344,0.30299,20564569545,0.59118,20296532541,0.48149,13465206660,0.57445,26104444179,0.73947,2083452087,0.58756,480772125,0.59017,925343994,0.63557,8900726922,0.71906
10863679992,0.56725,10244201007,0.53345,15448490811,0.30298,20564582571,0.59124,20299157781,0.48149,13465573893,0.5745,26105145078,0.73949,2083878438,0.58753,480855792,0.59017,925463733,0.63552,8906655255,0.71869
10864134399,0.5673,10245776151,0.53346,15451934685,0.30298,20577145146,0.59101,20313203316,0.48124,13468557849,0.57449,26105953692,0.73954,2083926033,0.58764,481059699,0.59007,925585977,0.63553,8907972384,0.71872
10867538694,0.56723,10248039669,0.53344,15453149109,0.30307,20577190737,0.59119,20315609619,0.48126,13472379477,0.57453,26107508295,0.73957,2084278236,0.58765,481162404,0.59004,925609023,0.63557,8908002945,0.71883
10867844805,0.5673,10252711494,0.53326,15467030817,0.30287,20577588030,0.59127,20317458810,0.48129,13473408531,0.57463,26107705689,0.73965,2085796767,0.58734,481176933,0.5902,925610526,0.63564,8910217365,0.71881
10870208523,0.56728,10254839241,0.53323,15471156051,0.30284,20578686723,0.59135,20327152659,0.48117,13474741692,0.57467,26108920113,0.73968,2086361895,0.58726,481195470,0.59025,925709223,0.63561,8910601632,0.71892
10875849282,0.56707,10257063681,0.53321,15472839411,0.30283,20579562972,0.59143,20328837522,0.48123,13475315838,0.57477,26109423117,0.73972,2086373418,0.58739,481251582,0.59024,925890084,0.63551,8911371168,0.71895
10879064700,0.56704,10263869265,0.53295,15473789307,0.30288,20580311466,0.59151,20328973794,0.48129,13477182063,0.57478,26109841452,0.73975,2087300268,0.58719,481362303,0.59024,925919643,0.63556,8913195810,0.71889
10882050660,0.56697,10266430377,0.53292,15473896521,0.30293,20584796418,0.59149,20330869077,0.48131,13477563324,0.57486,26118939612,0.73959,2088861384,0.58687,481459497,0.59016,926088981,0.63554,8915052015,0.71882
10882481019,0.56702,10268060631,0.53294,15476535789,0.30292,20587745304,0.5915,20335326474,0.48132,13477627452,0.57501,26127582363,0.73941,2089009179,0.58693,481590759,0.59009,926089983,0.63559,8916894693,0.71876
10883693439,0.56703,10270619739,0.53291,15479863431,0.30291,20592566427,0.59142,20338094499,0.48131,13478015727,0.57507,26129274240,0.73942,2089223106,0.58697,481759095,0.5899,926284872,0.6355,8918972340,0.71873
10892955927,0.56665,10272287568,0.53289,15480113931,0.30297,20592749793,0.59151,20342649090,0.48127,13480474134,0.57507,26129705601,0.73946,2089259679,0.58707,481781139,0.59001,926663127,0.63528,8921689263,0.71861
10893298611,0.56673,10272646785,0.53295,15483623937,0.30298,20593507305,0.59164,20343054399,0.48136,13481280243,0.57516,26132395971,0.73944,2089871901,0.58698,481851279,0.59,926670642,0.63533,8921931747,0.71879
10897091181,0.56661,10277846163,0.53277,15485078340,0.30301,20601389037,0.59149,20349806877,0.48126,13484647965,0.57521,26132582844,0.73948,2091259170,0.58671,481859796,0.5901,926828958,0.63527,8922891162,0.71878
10901058600,0.56648,10280233929,0.53276,15485686554,0.30305,20607557349,0.59138,20350054872,0.48137,13486568298,0.57522,26133419013,0.73954,2091356364,0.58676,481867311,0.59028,926860020,0.63531,8922965811,0.71894
10901754990,0.56657,10281851658,0.53277,15489485637,0.30301,20616955107,0.59121,20351098455,0.48141,13486781724,0.57533,26133542259,0.73964,2091905961,0.58668,481896870,0.59031,927071943,0.63522,8926045458,0.7188
10904505480,0.56651,10283610669,0.53276,15489944052,0.30306,20627713581,0.59097,20353798344,0.48144,13488812778,0.57543,26133744663,0.73971,2091936021,0.58676,482166408,0.5901,927149598,0.63523,8926246860,0.71892
10904987943,0.56662,10284166779,0.53286,15490525713,0.30311,20629506660,0.59102,20357356446,0.48145,13502948493,0.57492,26133752178,0.73976,2092455558,0.58677,482210997,0.59025,927245289,0.63522,8928382122,0.71888
10906517496,0.56667,10285011966,0.53288,15492106368,0.30321,20630527698,0.5911,20359077882,0.48147,13503005607,0.57501,26134924017,0.73979,2092530207,0.58685,482246568,0.59029,927293385,0.63521,8928913182,0.71899
10907430318,0.56675,10285232406,0.53298,15493724598,0.30322,20632371378,0.5912,20362394502,0.48145,13507518615,0.57493,26135844354,0.73983,2092705557,0.5869,482393862,0.59023,927368034,0.63526,8929501356,0.71911
10912265970,0.56655,10287829590,0.53299,15494591328,0.30324,20637018153,0.59112,20364902508,0.48149,13509230031,0.57497,26137566792,0.73985,2092892931,0.58697,482486046,0.59022,927429657,0.63527,8930770890,0.71908
10913156247,0.56659,10289080587,0.53304,15496410960,0.30324,20638513137,0.59121,20365307817,0.48152,13509769107,0.57505,26140655457,0.73983,2092935015,0.58709,482619813,0.59015,927497793,0.63528,8933491320,0.71895
10913305545,0.56667,10289500425,0.53306,15496517172,0.30328,20643069732,0.59119,20366816328,0.48158,13509918906,0.5752,26141886915,0.73984,2092951047,0.58714,482715003,0.59009,927560418,0.63528,8934259353,0.71901
10914625680,0.5667,10290203829,0.53314,15500867856,0.30322,20645847276,0.59122,20367072840,0.48165,13510074216,0.57531,26143206048,0.73987,2093191026,0.58719,482718009,0.59027,927840978,0.63516,8936016861,0.71905
10916703828,0.56666,10292276967,0.5331,15506378856,0.30324,20646019119,0.59129,20370017217,0.48165,13512100761,0.57536,26143800234,0.73989,2093327799,0.58724,482743059,0.59026,927945687,0.63519,8936975775,0.71915
10916883186,0.56678,10292763939,0.53319,15512774121,0.30314,20647941456,0.59138,20378888925,0.48153,13515819684,0.57531,26145356841,0.73991,2093835312,0.58722,482748570,0.59036,928037871,0.63515,8938209738,0.7192
10919203317,0.56675,10293382674,0.53325,15516972501,0.30312,20648629329,0.59148,20379478101,0.48159,13516514571,0.5754,26146665453,0.73995,2094567273,0.58715,482791155,0.59039,928510815,0.63485,8940109029,0.71919
10921556514,0.5667,10293701310,0.53332,15519922389,0.30311,20649958482,0.59155,20385267657,0.48153,13522358235,0.57523,26149807725,0.73992,2094737613,0.58725,482825724,0.59046,928569432,0.63488,8942908116,0.71911
10923315525,0.56671,10294368642,0.53336,15520037118,0.30319,20650063191,0.5917,20386915947,0.48157,13522720458,0.57533,26150586780,0.73998,2094885909,0.58729,483024621,0.59036,928767828,0.63478,8943441681,0.71919
10925772429,0.56666,10295658717,0.53337,15520301145,0.30326,20654398344,0.59166,20388260130,0.48157,13524906321,0.57531,26153818731,0.73995,2095848330,0.5871,483123318,0.59031,928875042,0.63477,8946164115,0.71905
10926026937,0.56674,10300387155,0.53324,15521970978,0.30328,20656998033,0.59163,20392075245,0.48156,13526455413,0.57535,26169189912,0.73955,2096210553,0.58709,483245061,0.59024,928925142,0.63481,8946176139,0.71917
10926805992,0.5668,10301498874,0.53323,15522057150,0.30333,20657024085,0.59173,20392528149,0.48165,13527586671,0.57544,26173195407,0.73949,2096778687,0.58705,483311193,0.59027,929014320,0.63484,8948609997,0.71911
10928345565,0.5668,10302502377,0.5333,15526720959,0.30328,20657430396,0.59183,20395688958,0.48164,13528319634,0.57552,26180464917,0.73934,2097027684,0.5871,483459489,0.59018,929226744,0.63475,8953780317,0.71885
10928801976,0.56688,10302520413,0.53337,15527226969,0.3033,20657840715,0.59192,20396887350,0.48178,13530702891,0.57554,26180990466,0.73942,2097132393,0.58726,483518106,0.59032,929829447,0.63438,8954091939,0.719
10931385633,0.56687,10303529427,0.53339,15536834145,0.30314,20658288609,0.59201,20407415865,0.48162,13530883251,0.57561,26185539045,0.73935,2097145920,0.5874,483544659,0.59037,930093474,0.63429,8954364483,0.71903
10931685732,0.56693,10304372610,0.53341,15536851179,0.30317,20661814146,0.59201,20410561644,0.48162,13531208400,0.57569,26190791529,0.73929,2097202032,0.58748,483625320,0.59033,930237762,0.63426,8955226704,0.71916
10931946753,0.567,10306026411,0.53341,15537820614,0.30322,20665441386,0.59201,20411768553,0.48168,13532307594,0.57578,26190861168,0.73936,2097605337,0.58746,483654879,0.59049,930380547,0.63428,8955815880,0.71919
10932397152,0.56706,10319326959,0.53283,15538757985,0.30326,20667145287,0.59205,20417613720,0.4816,13533409794,0.57578,26193793020,0.73931,2097699024,0.58754,483665400,0.5906,930505296,0.63423,8957226696,0.71923
10932432723,0.56713,10320568938,0.53284,15539262492,0.30329,20668404300,0.59212,20424518502,0.48153,13533746967,0.57587,26197257936,0.73927,2097712551,0.5876,483711993,0.5906,930515817,0.63427,8961252231,0.71902
10932822501,0.56719,10322904600,0.53285,15539761989,0.30334,20674608684,0.5921,20428717884,0.48153,13536869199,0.57581,26203007412,0.73916,2098391907,0.58752,483789147,0.59065,930761307,0.63418,8961846918,0.7191
10932894144,0.56732,10326071421,0.53275,15540656274,0.30336,20679448845,0.59206,20432766465,0.48152,13538744943,0.57582,26207244369,0.73911,2098625874,0.58752,483809688,0.59078,931145574,0.63398,8964948609,0.71902
10935498843,0.56731,10326432141,0.53279,15541637733,0.30339,20680083111,0.59211,20433477384,0.48162,13547963343,0.57555,26217661161,0.73894,2099936991,0.5873,483812694,0.59082,931188159,0.634,8965199610,0.71917
10939014861,0.56723,10327587447,0.53291,15542075607,0.30349,20680175295,0.59222,20446230840,0.4814,13551606615,0.57549,26217824487,0.739,2099949516,0.58738,483817203,0.59094,931235754,0.63401,8966106420,0.71923
10943178672,0.5671,10330463688,0.53285,15542641236,0.30355,20682674283,0.59224,20447221317,0.48144,13551665733,0.57557,26220432192,0.73897,2099984586,0.58746,483859788,0.59098,931445172,0.63393,8966934072,0.7193
10949948184,0.56686,10330541844,0.53295,15546008457,0.30354,20683623177,0.59228,20451581520,0.48141,13552845588,0.57566,26226066438,0.73886,2101484079,0.58714,483904878,0.59098,931995771,0.63359,8972575332,0.719
10957587432,0.56657,10333989225,0.53285,15548473377,0.30354,20685036498,0.59244,20452655664,0.48143,13553488371,0.57573,26228926146,0.73882,2101995600,0.58706,484121811,0.59084,932061903,0.63361,8973676029,0.71897
10959264780,0.56654,10335327897,0.53288,15550652226,0.30357,20687724363,0.59246,20452679211,0.48153,13556224332,0.57573,26229038370,0.7389,2102126361,0.58712,484418403,0.5906,932087955,0.63367,8975777724,0.71891
10962172083,0.56655,10336893021,0.53289,15552575565,0.30361,20688000414,0.59254,20459639103,0.48147,13556454291,0.57579,26229252798,0.73896,2102563233,0.58707,484497060,0.5906,932119518,0.63374,8977946553,0.71894
10962242724,0.56665,10338169569,0.53292,15555762426,0.30362,20688234882,0.59264,20464175658,0.48146,13566172188,0.57552,26229687666,0.73902,2102794695,0.58708,484589745,0.59057,932180640,0.63378,8978847351,0.71898
10970568342,0.56635,10339921065,0.53293,15562961295,0.30353,20688342096,0.59271,20467747287,0.48146,13566438720,0.57566,26236361487,0.73891,2102835777,0.58712,484726518,0.59056,932196171,0.6338,8979290736,0.71909
10973637969,0.56627,10345002708,0.53274,15565386135,0.30353,20690948298,0.59269,20468789367,0.48152,13569334500,0.57562,26236837437,0.73896,2103492087,0.587,484768602,0.59062,932568414,0.63364,8979429012,0.71919
10974527745,0.5663,10345977654,0.53279,15569581509,0.30349,20693534961,0.59269,20476380018,0.48141,13569425682,0.57566,26238570396,0.73898,2103548199,0.58708,484838742,0.59069,932577432,0.63372,8980133418,0.71922
10979259690,0.56621,10348442073,0.53274,15570000846,0.30352,20695439763,0.5928,20476680618,0.4815,13569519870,0.57577,26244313860,0.73893,2104121844,0.58702,484992048,0.59056,932697171,0.6337,8981531709,0.71928
10980199065,0.56632,10350265713,0.53272,15574002834,0.30348,20702675205,0.5927,20482274283,0.48144,13577985768,0.57546,26249639490,0.73886,2104289679,0.58702,485151366,0.59046,932716710,0.63375,8983571781,0.71923
10981715091,0.56636,10350396474,0.53278,15574625577,0.30351,20703172698,0.59282,20484095919,0.48146,13578900594,0.57555,26251340886,0.73888,2104488075,0.58704,485170905,0.59055,932883042,0.6337,8986772169,0.71912
